lemma	paradigm_size
inactividad	1
inactivo	2
inadecuado	2
inadvertido	2
inagotable	1
inalcanzable	1
inalterable	1
inamovible	1
inane	1
inapelable	1
inaplicable	1
inaprensible	1
inasequible	1
inatacable	1
inauguración	2
inaugurado	3
inaugural	1
inaugurar	9
inazia	1
inazio	1
inc	1
incalculable	1
incansable	1
incapacidad	1
incapacitado	2
incapacitar	1
incapaz	2
incautada	1
incautado	4
incautarse	3
incendiado	1
incendiar	4
incendiar-b2	1
incendiario	3
incendio	2
incentivado	1
incentivar	3
incentivo	2
incertidumbre	2
incesante	2
incidencia	2
incidental	1
incidente	2
incidir	5
incierto	2
incinerar	2
incipiente	1
incirlik	1
incisivo	1
incitación	2
incitar	2
inclemencia	2
inclinación	2
inclinado	1
inclinar	4
incluido	4
incluir	16
inclusive	1
inclusión	1
incluso	1
inclán	1
incoar	2
incoherencia	1
incoherente	1
incomodar	3
incomodidad	1
incompatibilidad	1
incompatible	1
incompetencia	1
incompleto	1
incomprensible	1
incomprensiblemente	1
incomprensión	1
inconcebible	1
incondicional	2
incondicionalmente	1
inconformismo	1
inconformista	1
inconfundible	1
inconsciencia	1
inconsciente	2
inconscientemente	1
inconsistente	1
inconstitucional	1
inconstitucionalidad	1
incontaminado	1
incontenible	1
incontinencia	1
incontrolable	1
incontrolado	4
incontrovertible	1
inconveniente	2
incordiante	1
incorporación	2
incorporado	2
incorporar	12
incorrecto	1
incredulidad	1
incrementado	1
incrementar	9
incremento	2
increpar	3
increíble	1
incrustado	1
incrustar	2
incrédulo	2
incubadora	1
incubar	1
incuestionable	1
incuestionablemente	1
inculcar	1
incultura	1
incumbir	1
incumplimiento	2
incumplir	6
incunable	1
incurable	1
incurrir	7
incursión	2
incógnita	2
incómodo	3
indagación	1
indagar	2
indebidamente	1
indebido	2
indecisión	1
indeciso	1
indefensión	1
indefenso	2
indefinición	1
indefinidamente	1
indefinido	4
indemnización	2
indemnizar	3
independencia	1
independent	1
independentismo	1
independentista	2
independiente	2
independientemente	1
independizado	1
independizar	1
indeseable	1
indeseado	1
indeterminado	1
indexado	1
indexar	1
india	1
indias	1
indicación	2
indicado	3
indicador	2
indicar	12
indicativo	2
indice	1
indicio	2
indie	2
indiecito	1
indiferencia	1
indiferente	1
indigencia	1
indigestión	1
indignación	1
indignado	1
indignante	1
indignar	1
indignidad	1
indigno	3
indime	1
indio	3
indirectamente	1
indirecto	3
indiscreción	1
indiscriminado	2
indiscutible	2
indispensable	2
indispuesto	1
indisputado	1
indistintamente	1
inditex	1
individual	2
individualidad	2
individualismo	1
individualista	2
individualizado	1
individualizar	1
individualmente	1
individuo	2
indocumentado	3
indolente	2
indoloro	1
indomable	1
indonesia	1
indonesio	3
indra	1
inducción	1
inducir	5
inductor	1
indudable	1
indulgencia	2
indultado	1
indulto	1
indumentaria	1
indurain	1
induráin	1
industri	1
industria	2
industrial	2
industriales	1
industrialización	1
industrializado	2
industrias	1
industrioso	1
indyk	1
indígena	2
indígenas	1
indústria	1
ine	1
ineducado	1
inefablemente	1
ineficaz	1
ineficiente	1
inem	1
inequívocamente	1
inequívoco	3
inercia	1
inesperadamente	1
inesperado	4
inestabilidad	1
inestable	2
inevitable	2
inevitablemente	1
inexactitud	1
inexistencia	1
inexistente	2
inexorablemente	1
inexperiencia	1
inexperto	1
inexplicable	1
inexplorado	1
inexpresivo	2
inexpugnabilidad	1
inexpugnable	1
infalible	1
infame	2
infancia	1
infanta	1
infantado	1
infante	2
infanteria	1
infantería	1
infantes	1
infantil	2
infarto	2
infatigable	1
infeccioso	2
infección	2
infectado	2
inferior	2
inferioridad	1
inferir	1
infernal	1
infernillo	1
infestas	1
infiel	1
infierno	1
infiltración	1
infiltrado	1
infinidad	1
infinitamente	1
infinito	4
inflacionista	1
inflación	1
inflado	1
inflamable	1
inflamación	1
inflamado	1
inflar	1
inflexible	1
inflexión	2
infligir	1
influencia	2
influido	3
influir	8
influyente	1
información	2
informado	2
informador	2
informal	2
informar	14
informativa	1
informativo	3
informatizado	2
informe	2
informática	1
informático	3
infortunado	2
infracción	2
infractor	1
infraestructura	2
infraestructuras	1
infrahumano	1
infranqueable	1
infravalorar	1
infringir	3
infructuosamente	1
ing	1
ingencia	1
ingeniero	2
ingenieros	1
ingeniería	1
ingenio	2
ingenium	1
ingente	1
ingenuidad	1
ingenuo	3
inger	1
ingerir	2
inglaterra	1
inglesa	2
inglés	4
ingobernabilidad	1
ingrato	1
ingrediente	1
ingresado	3
ingresar	10
ingreso	2
ingrid	1
inhabilitación	1
inhabilitado	2
inhabitable	1
inhalación	1
inhalar	1
inherente	1
inhibición	2
inhibir	2
inhumano	1
iniciación	1
iniciado	2
inicial	2
inicialmente	1
iniciar	11
iniciativa	2
iniciativo	1
inicio	2
iniciático	1
inidep	1
ininterrumpidamente	1
ininterrumpido	1
injerencia	2
injuria	1
injustamente	1
injusticia	2
injustificable	1
injusto	3
inkatha	1
inm	1
inmaculada	1
inmaterial	1
inmediaciones	1
inmediatamente	1
inmediato	4
inmejorable	1
inmemorial	1
inmensidad	1
inmenso	4
inmersión	2
inmerso	3
inmigración	1
inmigrado	1
inmigrante	2
inmigrantes	1
inminencia	1
inminente	2
inmobiliaria	1
inmobiliario	4
inmolar	1
inmoral	1
inmortal	2
inmortalidad	1
inmovilismo	1
inmovilista	1
inmovilizado	2
inmueble	2
inmune	1
inmunidad	1
inmunización	1
inmunizado	1
inmunológico	1
inmutable	1
inmutar	2
inmóvil	1
inn	1
innato	1
innecesario	4
innegable	1
innegociable	1
innes	1
innogenetics	1
innovación	2
innovador	2
innovadora	1
innovar	1
innsbruck	1
innumerable	1
inocencia	1
inocencio	1
inocente	2
inocentemente	1
inocuidad	1
inocuo	1
inofensivo	2
inolvidable	2
inoperante	1
inorgánico	1
inquietante	1
inquietar	4
inquieto	2
inquietud	2
inquilino	2
inquirir	1
inquisidor	1
ins	1
insaciable	1
insalvable	1
insatisfacción	1
insatisfecho	1
inscribir	8
inscripción	1
inscrito	1
insecticida	2
insecto	1
insee	1
inseguridad	1
insensatez	1
insensible	1
inseparable	1
inserción	1
insertado	1
insertar	1
inservible	1
insider	1
insidioso	2
insignia	1
insignificante	2
insinuado	1
insinuante	1
insinuar	3
insistencia	1
insistente	2
insistir	10
insolidario	1
insolvencia	2
insolvente	1
insondable	1
insonorización	1
insoportable	1
insospechadamente	1
insospechado	2
insostenible	1
inspeccionar	4
inspección	2
inspector	1
inspiración	1
inspirado	2
inspirar	5
instalación	2
instalado	4
instalado-ab	1
instalador	1
instalar	11
instancia	2
instancias	1
instante	2
instantánea	2
instantáneo	1
instantáneos	1
instar	6
instauración	1
instaurado	1
instaurar	1
instigado	1
instigador	2
instintivo	1
institucional	2
institucionalización	1
institucionalizado	1
institucionalizar	1
instituciones	1
institucions	1
institució	1
institución	2
institut	1
institute	1
institution	1
instituto	2
instrucción	2
instructor	1
instructora	1
instruir	3
instrumentación	1
instrumental	1
instrumentar	2
instrumento	2
insuficiencia	2
insuficiente	2
insular	1
insulina	1
insulso	1
insultante	2
insultar	5
insulto	2
insulza	1
insumergible	2
insumisión	1
insumiso	1
insuperable	1
insurance	1
insurgencia	1
insurgente	2
insurrección	1
insustituible	1
insólitamente	1
insólito	2
intachable	1
intacto	3
integración	1
integrado	4
integrador	1
integral	1
integralmente	1
integrante	2
integrar	9
integridad	1
integrista	1
intelectual	2
intelectuales	1
intelectualmente	1
intelhorce	1
inteligencia	1
inteligente	2
inteligentemente	1
intelligent	1
intempestivo	1
intemporal	2
intencionadamente	1
intencionado	3
intencionalidad	1
intención	3
intensamente	1
intensidad	1
intensificación	1
intensificar	4
intensivo	1
intensivos	1
intenso	4
intentar	20
intente	1
intento	2
intentona	1
inter	1
interaccionar	1
interacción	2
interactivo	2
interagua	1
interamericana	1
interamericano	1
interamericanos	1
interanual	2
interbancario	1
intercalado	2
intercalar	1
intercambiador	1
intercambiar	5
intercambio	2
interceptación	1
interceptar	1
interclasista	1
intercomunicado	1
interconectado	1
interconectar	1
interconexión	1
intercontinental	1
intercoreano	1
interdependencia	1
interdisciplinar	1
interesado	4
interesante	2
interesantísimo	1
interesar	9
intereses	1
interfase	1
interferencia	2
interferir	4
intergubernamental	1
interino	2
interior	1
interiorismo	1
interiorizado	1
interista	1
interistas	1
interlocutor	2
interlocutora	1
intermediación	1
intermediado	1
intermediaria	1
intermediario	2
intermedio	3
interminable	2
interministerial	1
intermitente	2
intermolecular	1
internacional	2
internacionales	1
internacionalización	1
internacionalmente	1
internada	1
internado	1
internamiento	2
internar	2
international	1
internauta	2
internet	1
interno	4
interoceánico	1
interpelación	2
interplanar	1
interponer	3
interposición	1
interpretación	2
interpretado	2
interpretar	8
interpuesto	2
interreg	1
interrelacionar	1
interrelación	1
interrogante	2
interrogar	4
interrogatorio	1
interrumpdo	1
interrumpido	1
interrumpir	4
interrupción	1
interruptor	1
intersectorial	1
intersubjetividad	1
interterritorial	1
interurbano	1
intervencionismo	1
intervencionista	1
intervención	2
intervenido	1
intervenir	12
interventor	1
interviú	1
interés	2
intestino	3
intifada	1
intimidación	1
intimidad	1
intimidador	1
intimidar	2
intimidatorio	1
intitute	1
intocable	1
intolerable	2
intolerancia	1
intolerante	2
intoxicación	1
intoxicado	1
intoxicar	1
intracavernoso	1
intramolecular	1
intransferible	1
intransigencia	1
intransigente	1
intrascendente	1
intratable	1
intravenoso	1
intriga	2
intrigar	1
introducción	1
introducido	3
introducir	10
intromisión	1
introvertido	1
intruso	2
intrépido	1
intrínsecamente	1
intrínseco	2
intuición	1
intuir	2
intérprete	2
inundación	1
inundado	1
inundar	3
inusitado	1
inusual	1
inutilizado	1
inutilizar	1
invadir	5
invalidado	1
invalidar	3
invalidez	1
invariable	1
invasión	1
invasor	3
invencible	1
invención	2
inventado	2
inventar	7
inventario	2
inventen	1
inventiva	1
invento	2
inventor	2
invernadero	1
invernal	1
invernáculo	1
inversa	1
inversiones	1
inversionista	1
inversión	2
inversor	3
inversores	1
invertebrado	1
invertido	2
invertir	8
invest	1
investidura	1
investigaciones	1
investigación	2
investigado	1
investigador	3
investigadora	1
investigar	16
investir	1
investment	1
investors	1
inveterado	1
invicto	3
invierno	1
inviolabilidad	1
inviolable	1
invisible	1
invitación	2
invitada	2
invitado	2
invitar	10
invocación	1
invocado	1
invocar	5
involucrado	3
involucrar	1
involuntariamente	1
involuntario	1
inválido	2
inyección	1
inyectar	1
inzaghi	1
inédito	3
inés	1
inútil	2
inútilmente	1
ion	2
ionescu	1
ionización	1
ionizado	1
ionizante	2
ionizar	1
iparragirre	1
iparretarrak	1
ipb	1
ipc	1
iperea	1
iperita	1
ippon	1
ipse	1
iqv	1
ir	26
ira	2
irabu	1
irak	1
iranio	1
iraní	2
iraq	1
iraquí	3
irene	1
irian	1
iris	1
irisado	1
irlanda	1
irlandesa	1
irlandés	1
irna	1
ironizar	2
ironía	1
irpf	1
irradiación	1
irradiado	1
irradiar	1
irreal	2
irreconocible	1
irredento	1
irreductible	1
irrefutable	2
irregular	2
irregularidad	2
irrelevante	1
irremediablemente	1
irremisiblemente	1
irrenunciable	1
irreparable	1
irresistible	1
irrespetuoso	1
irresponsabilidad	1
irresponsable	2
irreversible	2
irreversiblemente	1
irrevocable	1
irrisorio	1
irritación	1
irritado	1
irritante	1
irritar	4
irrumpir	4
irrupción	1
iruin	1
irureta	1
irvine	1
irán	1
irónico	2
irún	1
isaac	1
isabel	1
isarescu	1
isasi	1
isaías	1
isbert	1
iscla	1
isf	1
ishii	1
isidor	1
isidre	1
isidro	1
isipingo	1
isl	1
isla	2
islam	1
islamismo	1
islamista	1
islandés	1
islas	1
isleña	1
isleño	2
islote	1
islámico	3
ismael	1
isolana	1
isomura	1
isotónico	1
israel	1
israelí	3
ist	1
istedgade	1
istriana	1
isuntza	1
isótopo	2
ita	1
italia	1
italiana	1
italiano	4
italico	1
itas	1
itb	1
itbis	1
itho	1
ito	1
its	1
iturgaiz	1
itv	1
itálico	1
iu	1
iv	1
iva	1
ivan	1
ivanisevic	1
ivanov	1
ivesur	1
ivica	1
iván	1
ix	1
izado	1
izar	1
izaskun	1
izidore	1
izquierda	2
izquierdista	2
izquierdo	3
izvestia	1
iñaki	1
iñigo	1
iónico	2
ja	1
jaap	1
jabalina	1
jabalinista	1
jaber	1
jabón	1
jaca	1
jacana	1
jacarandá	1
jacinto	1
jack	1
jackson	1
jacobino	1
jacobo	1
jacques	1
jacquet	1
jactancia	1
jactarse	1
jadear	1
jadeo	1
jafet	1
jaffar	1
jagland	1
jaguar	1
jaima	2
jaime	1
jair	1
jairo	1
jajajá	1
jake	1
jakimovic	1
jakson	1
jalabert	1
jalear	1
jalonar	1
jalón	1
jamaica	1
jamaicana	1
jamaicano	2
jame	1
james	1
jamie	1
jamil	1
jamison	1
jamás	1
jamón	1
jan	1
jane	1
janeiro	1
janet	1
janis	1
janus	1
jané	1
japi	1
japonés	4
japón	1
jaque	1
jaquotot	1
jarabe	1
jarabo	1
jaramillo	1
jarana	1
jardinera	1
jardinero	1
jardines	1
jardins	1
jardín	2
jared	1
jarni	1
jarno	1
jarrai	1
jaschke	1
jasen	1
jasikevicius	1
jason	1
jasuant	1
jatab	1
jatamí	1
jaua	1
jaula	1
jaume	1
jauregui	1
java	1
javanés	1
javi	1
javier	1
jay	1
jaya	1
jazz	1
jaén	1
jaúregui	1
jce	1
je	1
jean	1
jeb	1
jefa	1
jefatura	1
jefe	2
jefes	1
jeff	1
jeffrey	1
jelena	1
jellinek	1
jenaro	1
jennifer	1
jennings	1
jens	1
jenson	1
jené	1
jenín	1
jerarquía	1
jeremy	1
jerez	1
jerezano	1
jeringuilla	1
jerome	1
jersey	1
jerusalén	1
jerárquico	1
jesse	1
jessen	1
jessica	1
jesucristo	1
jesuita	1
jesuses	1
jesús	1
jet	1
jeux	1
jg	1
jhon	1
jiaquan	1
jim	1
jimmy	1
jiménez	1
jinete	2
jirasek	1
jiri	1
jizme	1
jjoo	1
jne	1
joachim	1
joan	1
joana	1
joao	1
joaquim	1
joaquín	1
joc	1
jocoso	2
jocs	1
joder	1
jodie	1
joe	1
joel	1
joerg	1
jofre	1
jofresa	1
joglars	1
joguets	1
johan	1
johann	1
johannes	1
johannesburgo	1
johansson	1
john	1
johnny	1
johnson	1
joinville	1
jokanovic	1
joma	1
jon	1
jonas	1
jones	1
jong	1
jonrón	2
joop	1
joosten	1
joplin	1
jordan	1
jordana	1
jordania	1
jordano	3
jordi	1
jordà	1
jordán	1
jorge	1
jornada	2
jornalero	1
jos	1
josa	1
joschka	1
jose	1
joseba	1
josefa	1
josefina	1
josep	1
joseph	1
josete	1
josico	1
josip	1
jospin	1
joss	1
josu	1
josé	1
joulin	1
journal	1
jovanovic	1
jove	1
joven	2
joventut	1
jovial	1
joya	2
joyería	1
jp	1
juan	1
juana	1
juande	1
juanfran	1
juani	1
juanjo	1
juaristi	1
jubilación	2
jubilado	2
jubilar	1
jubileo	1
jubiloso	1
jucio	1
judicatura	1
judicial	2
judicialmente	1
judiciario	1
judo	1
judoca	1
judía	1
judío	3
juego	2
juegos	1
juerga	2
jueves	1
juez	2
jueza	1
jufresa	1
jugada	2
jugado	4
jugador	3
jugadora	2
jugal	1
jugando	1
jugar	20
jugopetrol	1
jugoso	1
juguete	1
juicio	2
julia	1
julien	1
julieta	1
juliette	1
julio	1
julián	1
jumpin	1
juncosa	1
june	1
jung	1
junichiro	1
junio	1
junior	1
juniors	1
junta	1
juntas	1
juntito	1
junto	4
juppé	1
jurado	2
juramento	1
jurar	5
jurisdiccional	1
jurisdicción	2
jurisprudencia	1
jurista	2
juru	1
jurásico	2
jurídica	1
jurídicamente	1
jurídico	4
jusef	1
just	1
justamente	1
justice	1
justicia	1
justiciero	2
justificación	2
justificado	3
justificar	9
justo	4
justícia	1
juve	1
juvenil	2
juventino	1
juventud	1
juventus	1
juwan	1
juzgado	3
juzgar	8
juárez	1
jácena	1
jácome	1
jáuregui	1
jóvenes	1
jörg	1
júbilo	1
júcar	1
júniors	1
júpiter	1
jürgen	1
k	1
kabanga	1
kabas	1
kaberma	1
kabila	1
kadivar	1
kafkiano	1
kaido	1
kaiser	1
kaleborroka	1
kali	1
kalisz	1
kallon	1
kamisese	1
kampala	1
kanawa	1
kant	1
kantauri	1
kantiano	1
kantismo	1
kanyuchi	1
kapital	1
kaputt	1
karadzic	1
karajan	1
karakorum	1
karanka	1
karei	1
karel	1
karen	1
karenna	1
karim	1
karina	1
karl	1
karlheinz	1
karma	1
karnisovas	1
karol	1
karp	1
karsikaya	1
kas	1
kasparov	1
kassel	1
kate	1
katmandú	1
katrin	1
katsav	1
kavafis	1
kazajstán	1
kazari	1
kb	1
kbc	1
keating	1
kebabo	1
keegan	1
keenan	1
keita	1
keizo	1
keldish	1
kellogs	1
kelme	1
kemal	1
kemalismo	1
ken	1
kenia	1
kenig	1
kennedy	1
kenneth	1
kenny	1
kensington	1
kentucky	1
kerman	1
kerouac	1
kersey	1
kessai	1
ketchup	1
kevin	1
keyes	1
kfor	1
kg	1
kgb	1
khaled	1
khaleda	1
khammal	1
khamman	1
khanjian	1
khristenko	1
kiep	1
kiichi	1
kiko	1
kilo	2
kilogramo	1
kilométrico	1
kilómetro	2
kim	1
kinder	1
kings	1
kinkel	1
kio	1
kioto	1
kiri	1
kirilov	1
kirmair	1
kisselev	1
kissinger	1
kit	1
kitch	1
kitsch	1
kitty	1
kitzbuhel	1
kjell	1
klagenfurt	1
klaus	1
klebánov	1
kleiber	1
klein	1
klestil	1
kluivert	1
knapp	1
kneset	1
knicks	1
know	1
knéset	1
knörr	1
ko	1
koala	1
kobayashi	1
kobe	1
kodro	1
koelner	1
koeman	1
kofi	1
kohl	1
koizumi	1
kolding	1
kollert	1
kolmogorov	1
kolubara	1
komeito	1
komercni	1
komsomolets	1
komsomolskaya	1
konami	1
konan	1
kong	1
koninck	1
koplowitz	1
korac	1
kosovar	1
kosovo	1
kosovska	1
kostunica	1
kotani	1
kotitschke	1
kournikova	1
kovacevic	1
kovacs	1
kozo	1
kpn	1
krabbe	1
kraft	1
kragujevac	1
krajicek	1
kramnik	1
krause	1
krauss	1
kredietrust	1
kremlin	1
kristina	1
kryzewski	1
krzaklewski	1
kuala	1
kubrat	1
kucera	1
kudrik	1
kuerten	1
kuito	1
kukes	1
kukje	1
kultur	1
kulturwissenchaffen	1
kundi	1
kuniwo	1
kuomintang	1
kupang	1
kurdistán	1
kurdo	4
kurfuerstendamm	1
kurnikova	1
kuroyédov	1
kursk	1
kurtinaitis	1
kuwait	1
kuwaití	2
kuze	1
kvashnin	1
kwa	1
kwai	1
kwasniewski	1
kwazulu	1
kyi	1
l	1
labastida	1
labat	1
labella	1
laberinto	2
labio	2
labor	2
laborable	1
laboral	2
laborales	1
laboratorio	2
laboratory	1
laborioso	1
laborista	2
lacalle	1
lacasa	1
lacra	1
lacrimoso	1
lacrimógeno	1
lacruz	1
lactancia	1
lacónicamente	1
lacónico	1
laden	1
ladera	1
lado	2
ladoucette	1
ladrar	1
ladrillo	2
ladrón	2
lady	1
laettner	1
lafis	1
laforet	1
lafuente	1
lag	1
lagartija	1
lagazzettadellosport	1
lago	1
lagos	1
lagrimón	1
laguna	2
laicismo	1
laico	2
laietana	1
laila	1
lake	1
lakers	1
lali	1
lama	1
lamata	1
lameiro	1
lamela	1
lamentable	2
lamentablemente	1
lamentar	9
lamento	2
lamer	1
lamers	1
lamido	1
laminado	1
lammermoor	1
lamotta	1
lamp	1
lampard	1
lampón	1
lamy	1
lana	1
lance	2
lancet	1
land	1
landa	1
landau	1
landis	1
lane	1
lang	1
langlois	1
langton	1
lanka	1
lanza	1
lanzado	4
lanzador	2
lanzadora	1
lanzamiento	2
lanzar	12
lapaine	1
lapentti	1
lapso	1
lapsus	1
lapuente	1
lara	1
larga	1
largamente	1
largar	1
largo	4
largometraje	1
larguero	1
lari	1
larios	1
larousse	1
larra	1
larrainzar	1
larrazábal	1
larrose	1
larry	1
lasa	1
lasagabaster	1
lasbats	1
lasko	1
last	1
lastimar	1
lastimosamente	1
lastre	1
lata	2
latente	1
lateral	2
latifundio	1
latina	1
latino	2
latinoamericana	1
latinoamericano	4
latinoamérica	1
latitud	1
latín	1
latón	1
laudelino	1
laudis	1
laudrup	1
laura	1
laurel	2
lauren	1
laurence	1
laurent	1
lausana	1
lavabo	1
lavado	2
lavandería	2
lavar	4
lavaudant	1
lavavajillas	1
lavine	1
lavinia	1
lavonia	1
lawrence	1
laya	1
layret	1
lazarevac	1
lazio	1
lazkano	1
lazo	1
lazzarini	1
lci	1
leal	1
lealtad	1
leandro	1
lear	1
leberknight	1
lebet	1
lección	2
leche	1
lechera	1
lecho	2
lechuga	1
lector	2
lectura	2
lecturas	1
ledesma	1
lee	1
leeds	1
leer	15
legación	1
legado	1
legal	2
legalidad	1
legalización	1
legalizar	2
legalmente	2
leganés	1
legar	1
legazpi	1
legendario	2
legends	1
legible	1
legionario	2
legionella	1
legislación	2
legislador	3
legislar	1
legislativa	2
legislativo	3
legislatura	2
legislaturas	1
legitimación	1
legitimar	1
legitimidad	1
legión	2
legítima	1
legítimamente	1
legítimo	3
lehendakari	1
lehman	1
lehrer	1
lei	1
leibniz	1
leidicháterlis	1
leipzig	1
leisler	1
leitmotiv	1
leiva	1
lejano	2
lejanos	1
lejarreta	1
lejos	1
lekumberri	1
lekunberri	1
lelo	1
lema	2
lemerre	1
lempira	1
lemus	1
lencería	1
lendemain	1
lendoiro	1
lengua	2
lenguaje	2
lenicov	1
lenin	1
lennart	1
lennon	1
lenoir	1
lentamente	1
lenteja	1
lentitud	1
lento	4
leo	1
leocadio	1
leona	1
leonado	1
leonardo	1
leonel	1
leoni	1
leonidas	1
leonés	1
leopold	1
leopoldo	1
leoz	1
lepant	1
lera	1
leridana	1
leridano	3
lerma	1
lerner	1
lerroux	1
lertxundi	1
lesbiano	3
lesionado	2
lesionados	1
lesionar	3
lesión	2
letal	2
letanía	1
letargo	1
lete	1
letona	1
letra	2
letrado	2
letras	1
letrero	1
letrán	1
letta	1
letter	1
letárgico	1
leucemia	1
leucisco	1
leuna	1
levadizo	1
levantado	1
levantamiento	1
levantar	14
levantar-	1
levante	1
levantino	2
levantisco	2
leve	2
levemente	1
levitar	1
levy	1
lewinsky	1
lewis	1
lewisita	1
ley	2
leyenda	2
leyva	1
lezama	1
leído	1
leña	1
león	2
lfp	1
li	1
liar	1
libanés	3
liberación	1
liberado	3
liberador	1
liberal	2
liberalismo	1
liberalización	2
liberalizado	1
liberalizador	1
liberalizar	2
liberar	8
liberation	1
libertad	2
libertades	1
libertador	1
libertadores	1
libertados	1
liberty	1
libia	1
libra	2
librado	2
librar	7
libre	2
librea	1
libremente	2
librero	1
librería	2
libro	2
libération	1
licencia	2
licenciada	1
licenciado	3
licenciar	1
licenciatura	1
liceo	2
liceu	1
liceístico	1
licitación	1
licitar	2
licuado	1
lid	1
liderado	3
liderar	6
liderato	1
liderazgo	2
lidiar	1
lieberman	1
liebre	2
liechtenstein	1
lienzo	2
life	1
lifting	1
liga	2
ligado	4
ligamento	2
ligando	2
ligar	2
ligas	1
ligera	1
ligeramente	1
ligereza	1
ligero	4
lignito	1
ligresti	1
ligue	1
liguero	3
liguilla	1
ligódromo	1
likud	1
lilian	1
lillet	1
lima	1
limeño	2
limitación	2
limitado	4
limitar	13
limited	1
limonar	1
limosna	1
limpia	1
limpiador	1
limpiar	4
limpiasuelos	1
limpieza	2
limpio	4
limítrofe	1
limón	1
lince	1
linchamiento	1
linchar	1
lincoln	1
lindar	1
linde	1
lindeza	1
lindo	3
lindon	1
lindsay	1
lindsey	1
line	1
lingüística	1
lingüístico	4
liniers	1
lining	1
link	1
lino	1
linton	1
linás	1
liofilizado	1
lionel	1
lions	1
lipotimia	1
lippi	1
liquidación	1
liquidadora	1
liquidar	4
liquidez	1
lira	1
liria	1
lisavessky	1
lisboa	1
lisboeta	1
lisnard	1
liso	2
lista	2
listado	1
listo	4
listón	1
litchtenberg	1
literal	1
literalmente	1
literario	4
literatura	1
literature	1
litio	1
litmanen	1
litografía	1
litoral	1
litro	2
litrona	1
little	1
lituania	1
lituano	1
liturgia	1
liubliana	1
live	1
livia	1
liviandad	1
livinrum	1
liza	1
lizana	1
lizarra	1
lizarralde	1
lizarza	1
ljubco	1
llaga	1
llagosta	1
llagostera	1
llama	2
llamada	2
llamado	4
llamamiento	1
llamar	17
llamas	1
llamativo	2
llamazares	1
llanamente	1
llaneras	1
llano	1
llanta	1
llanto	2
llanura	1
llaud	1
llauradó	1
llavaneres	1
llave	2
llegada	1
llegado	4
llegalán	1
llegar	23
lleida	1
lleixà	1
llenado	1
llenar	9
lleno	4
llera	1
lletres	1
llevadero	1
llevado	4
llevant	1
llevar	25
llevarse	1
lleyton	1
llibre	1
llimonera	1
lliure	1
llobregat	1
llobregós	1
lloll	1
llombai	1
llorar	6
llorca	1
llorenc	1
llorenç	1
llosa	1
llover	4
lloveras	1
lloyd	1
lluch	1
lluis	1
llull	1
lluvia	2
lluís	1
lluïsa	1
loable	1
loach	1
loarre	1
lobato	1
lobatón	1
lobo	1
local	2
localidad	2
localismo	1
localista	1
localización	1
localizado	2
localizar	7
locarno	1
loch	1
lockhart	1
loco	4
locomotora	1
locuacidad	1
locura	2
lodo	1
logotipo	1
logra	1
logrado	3
lograr	15
logro	2
logroño	1
logística	1
logístico	3
lois	1
lola	1
loles	1
loma	1
lombardi	1
lomeli	1
lomelí	1
lomond	1
lona	1
loncha	1
londinense	1
london	1
londres	1
londrina	1
longevidad	1
longevo	2
longitud	1
loosers	1
lope	1
lorca	1
lord	1
lorena	1
lorente	1
lorenzana	1
lorenzo	1
lori	1
loro	2
lorza	1
losada	1
losilla	1
lote	1
lotería	1
lothar	1
lotti	1
lou	1
louis	1
louverture	1
love	1
lowie	1
loyola	1
lozada	1
lozano	1
lozoya	1
ls	1
luanco	1
lubricante	1
luca	1
lucas	1
lucca	1
lucchino	1
lucecilla	1
lucecita	1
lucena	1
lucha	2
luchador	3
luchar	12
lucia	1
luciano	1
lucidez	1
lucido	1
lucien	1
lucient	1
lucifer	1
luciferianos	1
luciferino	1
lucimiento	1
lucio	1
lucir	8
lucky	1
lucrecia	1
lucro	1
luctuoso	1
lucubración	1
lucy	1
lucía	1
ludek	1
ludwig	1
ludwigshafen	1
luego	1
luengo	1
lufthansa	1
lugano	1
lugar	2
lugarteniente	1
lugo	1
luis	1
luisa	1
luisiana	1
luiz	1
lujo	2
lujoso	4
luján	1
luminoso	3
lumpen	1
lumpur	1
lumínico	2
luna	2
lunes	1
lunsche	1
lupa	1
luppi	1
lusaka	1
lusitano	1
luso	1
lusted	1
lustral	1
lustre	1
lustro	1
lustroso	1
luterano	3
lutero	1
luthier	1
luthiere	1
luto	1
luxación	1
luxembourg	1
luxemburgo	1
luxemburgués	2
luyk	1
luysterman	1
luz	2
luís	1
lvmh	1
lyana	1
lycos	1
lynch	1
lyndon	1
lyonnais	1
lyonnaisse	1
lyón	1
lácteo	1
lágrima	2
lámina	1
lámpara	2
lápida	1
lápiz	1
lástima	1
lázaro	1
léfèbvre	1
lérida	1
léxico	1
líbano	1
líbero	1
lícito	2
líder	2
límite	2
línea	2
líneas	1
línies	1
lío	2
líquido	4
lírica	1
lírico	3
lóbrego	1
lógica	1
lógicamente	1
lógico	3
lópez	1
lô	1
lúcido	1
lúdico	1
lúgubre	2
lüthje	1
m	1
maa	1
maalé	1
maastricht	1
maazel	1
macabro	2
macaco	1
macao	1
macarena	1
macba	1
macchi	1
macedonia	1
macedonio	2
maceiras	1
maceió	1
maceta	1
machacar	3
machinea	1
machista	2
macho	2
macias	1
macip	1
maciá	1
macken	1
mackenzie	1
macrociclo	2
macrocíclico	1
